organization_name,coursera_name,coursera_code,star,reviews,level,result
Coursera Project Network,Machine Learning for Kyphosis Disease Classification,Machine Learning for Kyphosis Disease Classification,4.5,11,Beginner level,"['Understand the theory and intuition behind decision trees and random forest classifier models', 'Build, train and test a decision tree and random forest classifier models in Sklearn ', 'Perform data cleaning, feature engineering and visualization']"
Coursera Project Network,Naive Bayes 101: Resume Selection with Machine Learning,Naive Bayes 101: Resume Selection with Machine Learning,4.5,13,Intermediate level,"['Create a pipeline to remove stop-words, punctuation, and perform tokenization    ', 'Understand the theory and intuition behind Naive Bayes classifiers   ', 'Train a Naive Bayes Classifier and assess its performance   ']"
Coursera Project Network,"Support Vector Machines in Python, From Start to Finish","Support Vector Machines in Python, From Start to Finish",4.6,150,Intermediate level,"['Import data into, and manipulating a pandas dataframe', 'Format the data for a support vector machine, including One-Hot Encoding and missing data.', 'Optimize parameters for the radial basis function and classification', 'Build, evaluate, draw and interpret a support vector machine']"
Coursera Project Network,TensorFlow for AI: Applying Image Convolution,TensorFlow for AI: Applying Image Convolution,4.4,17,Intermediate level,"['Learn how to create convolution and pooling layers for images', 'Learn how to apply filters to images and detect edges', 'Learn how to build convolutional layers for neural networks']"
Coursera Project Network,"ML Parameters Optimization: GridSearch, Bayesian, Random","ML Parameters Optimization: GridSearch, Bayesian, Random",NaN,NaN,Beginner level,"['Understand the difference between hyperparameters optimization techniques such as GridSearch, Bayesian & Random Search Optimization Techniques.', 'Optimize ML model hyperparameters in Scikit-Learn using GridSearch, Bayesian & Random Search Optimization Techniques.', 'Evaluate several trained regression models performance using various Key Performance Indicators (KPIs).']"
Coursera Project Network,Cinematic Storytelling Simplified: Mastering Lumen5 AI,Cinematic Storytelling Simplified: Mastering Lumen5 AI,NaN,NaN,Beginner level,"['Learn to create captivating videos with Lumen5, enhancing content quality and engagement for your audience.  ', 'Create concise and impactful video summaries with Lumen5, leveraging Upword AI for clarity and improved audience engagement.  ', 'Master Lumen5 to automate and streamline video content creation, enhancing efficiency and productivity in your digital storytelling process.  ']"
Coursera Project Network,Stock Analysis: Create a Buy Signal Filter using R and the Quantmod Package,Stock Analysis: Create a Buy Signal Filter using R and the Quantmod Package,4.7,81,Beginner level,"['How to pull down Stock Data using the R Quantmod Package', 'Ability to quickly calculate daily returns on stocks chosen', 'Ability to create Buy/Sell Signals based on RSI Index']"
Coursera Project Network,Twitter API: Mining Data using Orange Data Mining Platform,Twitter API: Mining Data using Orange Data Mining Platform,NaN,NaN,Beginner level,"['Create a Twitter developer account, apply for elevated access and use Twitter API keys to fetch data from Twitter using Orange data mining software', 'Perform sentiment analysis using Heatmap through VADER method', 'Create WordCloud for text visualization,  Document map for geo-location data & use Tweet Profiler widget to find emotion behind the tweet']"
University of Michigan,Applied Data Science with Python Specialization,Applied Data Science with Python Specialization,4.5,25977,Intermediate level,"['Conduct an inferential statistical analysis', 'Discern whether a data visualization is good or bad', 'Enhance a data analysis with applied machine learning', 'Analyze the connectivity of a social network']"
Google,The Path to Insights: Data Models and Pipelines,The Path to Insights: Data Models and Pipelines,4.7,420,Advanced level,"['Build data models that answer business questions ', 'Apply the ETL process to workplace scenarios', 'Explore ETL tools', 'Construct a pipeline to deliver necessary data']"
Google Cloud,"Build and Execute MySQL, PostgreSQL, and SQLServer to Data Catalog Connectors","Build and Execute MySQL, PostgreSQL, and SQLServer to Data Catalog Connectors",4.8,10,Beginner level,"['Enable the Data Catalog API so that you can use this service in your Google Cloud project.', 'Execute SQLServer to Data Catalog connector.\n\nExecute PostgreSQL to Data Catalog connector.', 'Execute MySQL to Data Catalog connector.']"
Coursera Project Network,Clustering Geolocation Data Intelligently in Python,Clustering Geolocation Data Intelligently in Python,4.5,401,Intermediate level,"['Clean and preprocess geolocation data for clustering', 'Visualize geolocation data interactively using Python', 'Cluster this data ranging from simple to more advanced methods, and evaluate these clustering algorithms']"
Coursera Project Network,Using TensorFlow with Amazon Sagemaker,Using TensorFlow with Amazon Sagemaker,4.6,97,Advanced level,"['Prepare custom script for Sagemaker.', 'Train a TensorFlow model using Sagemaker.', 'Deploy a TensorFlow trained model using Sagemaker.']"
Google Cloud,Explore and Create Reports with Data Studio,Explore and Create Reports with Data Studio,4.4,16,Beginner level,"['Launch Data Studio', 'Create and manipulate a report', 'Create an interactive filter for your report']"
Coursera Project Network,Diabetes Disease Detection with XG-Boost and Neural Networks,Diabetes Disease Detection with XG-Boost and Neural Networks,NaN,NaN,Beginner level,"['Build, Train and Test XG-Boost and Artificial Neural Networks Model', 'Train an ANN and XG-Boost algorithms to solve classification type problems', 'Perform Data Visualization and Exploratory Data Analysis']"
Coursera Project Network,Introduction to Topic Modelling in R,Introduction to Topic Modelling in R,NaN,NaN,Beginner level,"['Load textual data into R, and pre-process it', 'Convert textual data into a document feature matrix\nRun an LDA topic model on your data']"
Coursera Project Network,Classification with Transfer Learning in Keras,Classification with Transfer Learning in Keras,4.5,155,Intermediate level,"['How to implement transfer learning with Keras and TensorFlow', 'How to use transfer learning to solve image classification']"
Coursera Project Network,Basic Sentiment Analysis with TensorFlow,Basic Sentiment Analysis with TensorFlow,4.5,Welcome,Intermediate level,"['Create, train, and evaluate a neural network in TensorFlow', 'Solve sentiment analysis and text classification problems with neural networks']"
Coursera Project Network,Fake Instagram Profile Detector,Fake Instagram Profile Detector,4.5,32,Beginner level,"['Understand the theory and intuition behind Deep Neural Networks.', 'Build and train a deep learning model using Keras with Tensorflow 2.0 as a backend.', 'Assess the performance of trained model and ensure its generalization using various Key performance indicators.']"
Coursera Project Network,Tidymodels in R: Building tidy machine learning models,Tidymodels in R: Building tidy machine learning models,NaN,NaN,Intermediate level,"['Import, explore, and prepare the data for modeling using summary tables, data visualizations, and data splitting using tidymodels', 'Build and tune predictive models, including classification models with tidymodels', 'Evaluate model performance using appropriate metrics and techniques, and select the best model']"
Duke University,Data Analysis with R Specialization,Data Analysis with R Specialization,4.7,5827,Beginner level,"['Analyze and visualize data', 'Perform hypothesis tests, interpret statistical results (e.g., p-values), and report the results of your analysis to clients', 'Fit, examine, and utilize regression models to examine relationships between multiple variables', 'Install and use R and RStudio']"
Coursera Project Network,Connecting Rasa Chatbot to External Platforms,Connecting Rasa Chatbot to External Platforms,NaN,NaN,Intermediate level,[]
Coursera Project Network,Jasper AI: Writing a Product Review Blog Post,Jasper AI: Writing a Product Review Blog Post,NaN,NaN,Intermediate level,"['Utilize Jasper AI to create high-quality content', ""Leverage Jasper AI's paragraph generator and content improver features to refine and enhance"", 'Accurately represent real consumer opinions and experiences by summarizing their reviews using Jasper AI']"
Coursera Project Network,Machine Learning with Databricks: Process Data,Machine Learning with Databricks: Process Data,NaN,NaN,Intermediate level,"['Learners will learn about workspaces, notebooks and compute clusters on the databricks platform where they get familiarized with the user interface', 'Learners will understand different transformers and Estimators available in the spark ML library and its usage', 'Learners will fit an ML model on the dataset  and evaluate the model performance']"
Coursera Project Network,Language Classification with Naive Bayes in Python,Language Classification with Naive Bayes in Python,4.5,153,Intermediate level,"['How to clean and preprocess data for language classification', 'How to train and assess a Multinomial Naive Bayes Model ', 'How to use subword units to counteract the effects of class imbalance in language classification']"
Coursera Project Network,Deep Learning Inference with Azure ML Studio,Deep Learning Inference with Azure ML Studio,4.8,123,Beginner level,"['Train and evaluate a multiclass neural network on Azure ML Studio to recognize handwritten digits', 'Create and deploy a predictive web service', 'Build a Python web app to query the Azure web service API for deep learning inference']"
Coursera Project Network,Interactive Word Embeddings using Word2Vec and Plotly,Interactive Word Embeddings using Word2Vec and Plotly,4.5,42,Intermediate level,"['Clean and preprocess text data for modeling', 'Train and evaluate word embedding models', 'Build an interactive network graph that can be used for recommendations and related item discovery']"
Google Cloud,BigQuery Soccer Data Ingestion,BigQuery Soccer Data Ingestion,NaN,NaN,Beginner level,"['Upload files from Google Cloud Storage (GCS) into BigQuery tables using the Cloud Console.', 'Use the Cloud Console to access information derived from BigQuery tables.', 'Understand how to write queries on the uploaded tables.']"
Coursera Project Network,Predictive Analytics for Business with H2O in R,Predictive Analytics for Business with H2O in R,4.9,51,Intermediate level,"['Apply machine learning and predictive analytics to solve a business problem  ', 'Explain and describe automatic machine learning (AutoML)  ', 'Perform Automatic Machine Learning with H2O and R ']"
Coursera Project Network,Explainable Machine Learning with LIME and H2O in R,Explainable Machine Learning with LIME and H2O in R,4.7,58,Intermediate level,"['Use LIME and H2O for automatic and interpretable machine learning', 'Build Classification Models with AutoML', 'Explain and Interpret the Model Predictions using LIME ']"
Coursera Project Network,Handling Imbalanced Data Classification Problems,Handling Imbalanced Data Classification Problems,4.6,55,Intermediate level,"['Understand the business problem and the dataset to choose best evaluation metric for the problem', 'Create imbalanced data classification model using SMOTE data resampling technique ', 'Compute to ROC curve and use to adjust probability threshold']"
Imperial College London,Mathematics for Machine Learning Specialization,Mathematics for Machine Learning Specialization,4.6,12707,Beginner level,[]
Google Cloud,Troubleshooting Common SQL Errors with BigQuery,Troubleshooting Common SQL Errors with BigQuery,NaN,NaN,Beginner level,"['Query the data-to-insights public dataset', 'Use the BigQuery Query editor to troubleshoot common SQL errors', 'Troubleshoot syntax and logical SQL errors']"
Coursera Project Network,Deploy Bridgerton NLP SMS Text Generator,Deploy Bridgerton NLP SMS Text Generator,NaN,NaN,Intermediate level,"['Build a web app for text generator model', 'Deploy a text generator model web app']"
Coursera Project Network,Automate R scripts with GitHub Actions: Deploy a model,Automate R scripts with GitHub Actions: Deploy a model,NaN,NaN,Intermediate level,"['Set up necessary credentials for automation jobs', 'Set up a workflow to automate R script for machine learning model predictions', 'Configure GitHub Actions to automate script execution and trigger notifications']"
Google Cloud,Exploring Dataset Metadata Between Projects with Data Catalog,Exploring Dataset Metadata Between Projects with Data Catalog,NaN,NaN,Beginner level,"['Explore a simulated enterprise environment of 2 projects, 2 datasets, and 2 user accounts.', 'Navigate through a BigQuery table manually in the UI.\n\nRun queries to better understand sensitive data columns to then tag later.', 'Use Data Catalog to search for existing datasets across projects.\n\nUse Data Catalog tag templates to tag assets with rich metadata.']"
Coursera Project Network,Recognizing Facials and Objects with Amazon Rekognition,Recognizing Facials and Objects with Amazon Rekognition,NaN,NaN,Intermediate level,"['Create a Web Application to Analysis of Images in AWS S3.', 'Use the AWS SDK for Javascript in a Node JS Application', 'Deep learning analysis in images using AWS SDK for Recognition']"
Google Cloud,Translate Text with the Cloud Translation API,Translate Text with the Cloud Translation API,NaN,NaN,Beginner level,['Use the Cloud Translation API to translate text and detect what language the text is using']
Coursera Project Network,"Where, Why, and How of Lambda Functions in Python","Where, Why, and How of Lambda Functions in Python",4.8,19,Beginner level,"['Learn about what is lambda expression how to define it ', 'Learn how to apply lambda expressions for data manipulation and exploration ', 'Learn different applications of lambda in python (Lambda expressions and Lists, Lambda expressions and Sorting, ...)']"
Coursera Project Network,Text Generation with Cohere: Recognizing Similarities,Text Generation with Cohere: Recognizing Similarities,NaN,NaN,Intermediate level,"[""Integrate Cohere's APIs in a Python script. "", 'Use embeddings to analyze semantic similarity.', 'Generate text with Cohere.']"
Coursera Project Network,Data Visualization with Plotly Express,Data Visualization with Plotly Express,4.7,269,Intermediate level,"['Apply Plotly Express for rapid data visualization and analysis', 'Customize charts, animations, and demonstrate the various plotly.express features']"
Johns Hopkins University,Modeling Data in the Tidyverse,Modeling Data in the Tidyverse,NaN,NaN,Intermediate level,"['Describe different types of data analytic questions', 'Conduct hypothesis tests of your data', 'Apply linear modeling techniques to answer multivariable questions', 'Apply machine learning workflows to detect complex patterns in your data']"
SAS,SAS Programmer Professional Certificate,SAS Programmer Professional Certificate,4.8,2982,Beginner level,"['Understand and use the fundamentals of the SAS programming language', 'Access different types of data (SAS, Excel, or text),      then explore and prepare the data ', 'Analyze and report on data and export results to common      formats (HTML, PDF, Excel)       ', 'Apply SAS programming principles in practical examples']"
Johns Hopkins University,Visualizing Data in the Tidyverse,Visualizing Data in the Tidyverse,4.7,20,Intermediate level,"['Distinguish between various types of plots and their uses', 'Use the ggplot2 R package to develop data visualizations', 'Build effective data summary tables', 'Build data animations for visual storytelling']"
Coursera Project Network,TensorFlow for AI: Neural Network Representation,TensorFlow for AI: Neural Network Representation,4.3,19,Intermediate level,"['Learn how to build a real-world deep learning model', 'Learn how to create a convolutional neural network from Scratch with Tensorflow', 'Learn how to create, train, and test a convolutional neural network with Tensorflow']"
Coursera Project Network,Copy.AI for Beginners: Generate texts for various use cases,Copy.AI for Beginners: Generate texts for various use cases,NaN,NaN,Beginner level,"[""Navigate and utilize CopyAI's core features for generative text creation"", 'Create powerful customized prompts for creative and professional text generation', 'Analyze brand voice and construct workflows within CopyAI']"
Coursera Project Network,Creating Models using Smartpls,Creating Models using Smartpls,4.6,21,Intermediate level,"['Create a model using Smartpls software', 'Run the model', 'Intrepret it']"
Google Cloud,Identify Damaged Car Parts with Vertex AutoML Vision,Identify Damaged Car Parts with Vertex AutoML Vision,NaN,NaN,Intermediate level,"['Upload a labeled dataset to Cloud Storage using a CSV file and connect it to Vertex AI as a Managed Dataset', 'Inspect uploaded images to ensure there are no errors in your dataset', 'Review your trained model and evaluate its accuracy']"
Coursera Project Network,Explore insights in text analysis using Azure Text Analytics,Explore insights in text analysis using Azure Text Analytics,NaN,In,Intermediate level,"['Understand how Azure Text Analytics works and extract data', 'Use API and Microsoft Power BI to run Text Analysis', 'Create a Dashboard in Microsoft Power BIand Explore Insights']"
Coursera Project Network,Modelling with WARP PLS,Modelling with WARP PLS,NaN,NaN,Intermediate level,"['Create a model using Smartpls software', 'Run the model for groups', 'Interpret ']"
Coursera Project Network,Classify Radio Signals with PyTorch,Classify Radio Signals with PyTorch,NaN,NaN,Intermediate level,"['Load pretrained state of the art model', 'Create train and eval function to write the training loop ', 'Understand Spectogram Augmentations']"
Coursera Project Network,Handling Missing Values in R using tidyr,Handling Missing Values in R using tidyr,NaN,NaN,Intermediate level,"['Drop missing values using the drop_na() function', 'Replace missing values using the replace_na() function', 'Fill missing values using the fill() function']"
Coursera Project Network,Introduction to SQL Window Functions,Introduction to SQL Window Functions,4.5,18,Intermediate level,"['Understand how SQL window functions work and when to use them', 'Understand how the ORDER BY and PARTITION BY clauses work with the OVER() clause', 'Manipulate data in tables using SQL SELECT statements together with window functions']"
Google,Go Beyond the Numbers: Translate Data into Insights,Go Beyond the Numbers: Translate Data into Insights,4.8,532,Advanced level,"['Apply the exploratory data analysis (EDA) process', 'Explore the benefits of structuring and cleaning data', 'Investigate raw data using Python', 'Create data visualizations using Tableau ']"
Johns Hopkins University,Data Visualization Capstone,Data Visualization Capstone,5.0,28,Intermediate level,[]
Duke University,Data Visualization with Python,Data Visualization with Python,NaN,NaN,Intermediate level,"['Apply Python, spreadsheets, and BI tooling proficiently to create visually compelling and interactive data visualizations.', 'Formulate and communicate data-driven insights and narratives through impactful visualizations and data storytelling.', 'Assess and select the most suitable visualization tools and techniques to address organizational data needs and objectives.']"
MathWorks,Advanced Deep Learning Techniques for Computer Vision,Advanced Deep Learning Techniques for Computer Vision,NaN,NaN,Beginner level,"['Train and calibrate specialized models known as anomaly detectors', 'Generate synthetic training images for situations where acquiring more data is expensive or impossible', 'Use AI-assisted auto-labeling to save time and money', 'Import models from 3rd party tools like PyTorch and export your model outside of MATLAB']"
Whizlabs,Data Engineering in AWS,Data Engineering in AWS,3.3,11,Beginner level,"[' Analyze various data gathering techniques  ', ' Analyze techniques to handle missing data  ', ' Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  ']"
Johns Hopkins University,Advanced R Programming,Advanced R Programming,4.2,569,Intermediate level,[]
CertNexus,Follow a Machine Learning Workflow,Follow a Machine Learning Workflow,NaN,NaN,Intermediate level,"['Collect and prepare a dataset to use for training and testing a machine learning model.', 'Analyze a dataset to gain insights.', 'Set up and train a machine learning model as needed to meet business requirements.', 'Communicate the findings of a machine learning project back to the organization.']"
University of Colorado Boulder,Classification Analysis,Classification Analysis,NaN,NaN,Intermediate level,"['Understand the concept and significance of classification as a supervised learning method.', 'Identify and describe different classifiers, apply each classifier to perform binary and multiclass classification tasks on diverse datasets.', 'Evaluate the performance of classifiers, select and fine-tune classifiers based on dataset characteristics and learning requirements.']"
CertNexus,"Build Regression, Classification, and Clustering Models","Build Regression, Classification, and Clustering Models",4.2,13,Intermediate level,"['Train and evaluate linear regression models.', 'Train binary and multi-class classification models.', 'Evaluate and tune classification models to improve their performance.', 'Train and evaluate clustering models to find useful patterns in unsupervised data.']"
Johns Hopkins University,Measurement – Turning Concepts into Data,Measurement – Turning Concepts into Data,4.8,71,Beginner level,[]
University of Colorado Boulder,Clustering Analysis,Clustering Analysis,NaN,NaN,Intermediate level,"['Understand the principles and significance of unsupervised learning, particularly clustering and dimension reduction.', 'Apply clustering techniques to diverse datasets for pattern discovery and data exploration.', 'Implement Principal Component Analysis (PCA) for dimension reduction and interpret the reduced feature space.']"
University of California San Diego,Big Data Specialization,Big Data Specialization,4.5,9492,Beginner level,[]
University of Colorado Boulder,Regression Analysis,Regression Analysis,NaN,NaN,Intermediate level,"['Understand the principles and significance of regression analysis in supervised learning.', 'Implement cross-validation methods to assess model performance and optimize hyperparameters.', 'Comprehend ensemble methods (bagging, boosting, and stacking) and their role in enhancing regression model accuracy.']"
Johns Hopkins University,Quantifying Relationships with Regression Models,Quantifying Relationships with Regression Models,4.7,19,Intermediate level,[]
University of Colorado Boulder,Association Rules Analysis,Association Rules Analysis,NaN,NaN,Intermediate level,"['Understand the principles and significance of unsupervised learning methods, specifically association rules and outlier detection', 'Grasp the concepts and applications of frequent patterns and association rules in discovering interesting relationships between items.', 'Apply various outlier detection methods, including statistical and distance-based approaches, to identify anomalous data points.']"
Google Cloud,Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,Tracking Cryptocurrency Exchange Trades with Google Cloud Platform in Real-Time,NaN,NaN,Advanced level,"['Create the Bigtable resource.  ', 'Examine the Dataflow pipeline', 'Visualizing the data']"
Coursera Project Network,Basic Statistics in Python (Correlations and T-tests),Basic Statistics in Python (Correlations and T-tests),4.4,30,Beginner level,"['Clean data, including removing missing data and unnecessary columns', 'Explore data using descriptive statistics', 'Create visualizations of our data and analysis', 'Perform statistical tests, including t-tests and correlation']"
Coursera Project Network,Image Denoising Using AutoEncoders in Keras and Python,Image Denoising Using AutoEncoders in Keras and Python,4.5,276,Intermediate level,"['Understand the theory and intuition behind Autoencoders', 'Build and train an image denoising autoencoder using Keras with Tensorflow 2.0 as a backend', 'Assess the performance of trained autoencoders using various Key performance indicators']"
Coursera Project Network,Image Data Augmentation with Keras,Image Data Augmentation with Keras,4.6,448,Intermediate level,"['Image Data Augmentation with Keras', 'Using Image Data Generator with a Keras Model']"
Coursera Project Network,Analysis of Variance with ANOVA in Google Sheets,Analysis of Variance with ANOVA in Google Sheets,4.3,37,Intermediate level,"['Identify use cases for one-way ANOVA and develop the null hypothesis.', 'Visualize and statistically examine the data through creating a boxplot.', 'Conduct One-Way ANOVA and interpret the statistics.    ']"
Google Cloud,Exploring the Public Cryptocurrency Datasets Available in BigQuery,Exploring the Public Cryptocurrency Datasets Available in BigQuery,NaN,NaN,Advanced level,"['Explore and perform a simple SQL query on the BigQuery public cryptocurrency datasets.', 'Perform a complex query that calculates the gini coeffienct for Litecoin and Dash, on a week by week basis.', 'Use your SQL skills to complete two interesting queries on the bitcoin dataset.']"
Coursera Project Network,Mastering Data Analysis with Pandas: Learning Path Part 2,Mastering Data Analysis with Pandas: Learning Path Part 2,4.8,25,Beginner level,"['Master data analysis and manipulation in Pandas and Python', 'Define and manipulate Pandas DataFrame', 'Label-based and integer-based DataFrame indexing']"
University of Michigan,Data Science for Health Research Specialization,Data Science for Health Research Specialization,NaN,NaN,Intermediate level,[]
Coursera Project Network,Sentimental Analysis on COVID-19 Tweets using python,Sentimental Analysis on COVID-19 Tweets using python,4.6,48,Intermediate level,"['Learn how to Preprocess text data for Sentimental Analysis', 'Learn how to Label text data with ', ', ', 'and ', 'sentiments', 'Learn to visualize the result of sentiment Analysis ']"
Universidad Nacional Autónoma de México,NoSQL systems,NoSQL systems,4.3,163,Intermediate level,[]
Coursera ,Setting a Generative AI Strategy,Setting a Generative AI Strategy,4.9,14,Beginner level,"['How GenAI is poised to impact the business world', 'How to develop a GenAI strategy', 'How businesses are developing and deploying their GenAI']"
Coursera ,Empowering and Transforming Your Organization with GenAI,Empowering and Transforming Your Organization with GenAI,NaN,NaN,Beginner level,"['How to prepare your workforce for Generative AI change', 'How to engage critical stakeholders about your GenAI strategy', 'The importance of upskilling your team to adopt GenAI']"
Coursera ,Navigating Generative AI Risks for Leaders,Navigating Generative AI Risks for Leaders,4.9,13,Beginner level,"['The meaning of Responsible AI', 'The risks and concerns associated with GenAI', 'Perspectives on how to navigate these risks']"
Coursera Project Network,MLOps in R: Deploying machine learning models using vetiver,MLOps in R: Deploying machine learning models using vetiver,NaN,NaN,Intermediate level,"['Prepare and build a stacked ensemble model for deployment.', 'Version and deploy a machine learning model using vetiver.', 'Predict and use monitoring tools and techniques to track model performance.']"
Coursera Project Network,Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,NaN,NaN,Intermediate level,"['Create different geospatial data visualizations with Kepler & Jupyter Notebook', 'Design geospatial data visualization effectively with Kepler', 'Learn the fundamentals of large scale Geospatial big data visualization.']"
Coursera Project Network,Transfer Learning for Food Classification,Transfer Learning for Food Classification,4.6,65,Beginner level,"['Understand the theory and intuition behind Convolutional Neural Networks (CNNs) and transfer learning', 'Build and train a Deep Learning Model using Pre-Trained InceptionResnetV2', 'Assess the performance of trained CNN using various Key performance indicators ']"
Coursera Project Network,Predicting House Prices with Regression using TensorFlow,Predicting House Prices with Regression using TensorFlow,4.5,491,Beginner level,"['Create, train, and evaluate a neural network in TensorFlow.', 'Solve regression problems with neural networks.']"
Coursera Project Network,Statistical Forecasting Techniques in Google Sheets,Statistical Forecasting Techniques in Google Sheets,4.4,27,Beginner level,"['Identify use cases for forecasting growth', 'Understand and recognize linear and exponential growth   ', 'Conduct exponential regression with a linear model']"
Duke University,"Data Science with NumPy, Sets, and Dictionaries","Data Science with NumPy, Sets, and Dictionaries",NaN,NaN,Beginner level,[]
Coursera Project Network,Using Descriptive Statistics to Analyze Data in R,Using Descriptive Statistics to Analyze Data in R,4.6,90,Beginner level,"['Learn how to calculate descriptive statistical metrics in order to describe a dataset in basic R  ', '', 'Create a data quality report file (exported to Excel in CSV format) from a dataset loaded in R  ', '']"
Coursera Project Network,Build an Income Statement Dashboard in Power BI,Build an Income Statement Dashboard in Power BI,4.6,12,Beginner level,"['Build an Income statement dashboard in Power BI', 'Visualize the income statement using cards, table and column charts', 'Transform & clean data in the Power Query editor']"
Coursera Project Network,Logistic Regression with NumPy and Python,Logistic Regression with NumPy and Python,4.5,390,Beginner level,"['Implement the gradient descent algorithm from scratch', 'Perform logistic regression with NumPy and Python', 'Create data visualizations with Matplotlib and Seaborn']"
Coursera Project Network,Image Noise Reduction with Auto-encoders using TensorFlow,Image Noise Reduction with Auto-encoders using TensorFlow,4.7,109,Intermediate level,"['Develop an understanding of how Auto encoders work.', 'Be able to apply an auto encoder to reduce noise in given images.']"
Coursera Project Network,Exploratory Data Analysis in R,Exploratory Data Analysis in R,4.2,13,Intermediate level,"['Learn how to do Exploratory Data Analysis in R', 'Explore data with dlooker and DataExplorer', 'Examine data with advanced EDA techniques']"
Coursera Project Network,Data Visualization with OpenAI API: Generate code with GenAI,Data Visualization with OpenAI API: Generate code with GenAI,NaN,NaN,Intermediate level,"[' Create effective prompts for communicating with the OpenAI API to generate Python code for data analysis and visualization.  ', ' Design and implement data visualizations using AI-generated code to effectively communicate insights and patterns in the data. ', ' Produce Python code for data preparation to ensure data is ready for meaningful visualizations using AI-generated code.  ']"
Coursera Project Network,Data Analysis with OpenAI API: Save time with GenAI,Data Analysis with OpenAI API: Save time with GenAI,NaN,NaN,Intermediate level,"[' Customize prompts and adapt them to diverse data analysis needs with the OpenAI API  ', 'Craft context-rich prompts that incorporate data to drive effective data analysis using Generative AI.  ', 'Apply the principles learned to solve real-world analytical challenges and make informed data-driven decisions  ']"
Coursera Project Network,Geospatial Data Visualization using Python and Folium,Geospatial Data Visualization using Python and Folium,5.0,13,Intermediate level,"['Learn how to Preprocess and Prepare your Geospatial Data ', 'Learn how to use Folium python module for Geospatial Data visualization  ', 'Learn to extract time related informations from timestamps ']"
Coursera Project Network,Build Data Analysis tools using R and DPLYR,Build Data Analysis tools using R and DPLYR,4.6,287,Beginner level,"['Manipulation of data in R.', 'Structuring dplyr verbs systematically to do data analysis.']"
Google Cloud,Connect an App to a Cloud SQL for PostgreSQL Instance,Connect an App to a Cloud SQL for PostgreSQL Instance,NaN,NaN,Beginner level,"['Configure an application to access a Cloud SQL for PostgreSQL database.', 'Create a Kubernetes cluster and deploy a simple application to that cluster']"
IBM,Generative AI: Prompt Engineering Basics,Generative AI: Prompt Engineering Basics,4.7,390,Beginner level,"['Explain the concept and relevance of prompt engineering in generative AI models.', 'Apply best practices for creating prompts and explore examples of impactful prompts.', 'Practice common prompt engineering techniques and approaches for writing effective prompts.', 'Explore commonly used tools for prompt engineering to aid with prompt engineering. ']"
Fractal Analytics,Structured Approach to Problem Solving,Structured Approach to Problem Solving,4.8,55,Beginner level,"[' Explain the lifecycle of DS project and role of structured thinking in DS project.', ' Define a problem statement using the SMART framework. Explain the activities, best practices, and pitfalls in the implementation phase.', ' Construct MECE issue tree to break-down business problems into parts. Create a problem statement worksheet to scope business problems. ', 'Explain the role of human centered design during solutioning of business problems.']"
"University of California, Davis",Computational Social Science Capstone Project,Computational Social Science Capstone Project,4.6,37,Intermediate level,[]
Coursera Project Network,Data Manipulation and Management using MYSQL Workbench,Data Manipulation and Management using MYSQL Workbench,4.5,13,Beginner level,"['You will be able to select data from tables with cutom filter by different SQL keywords.', 'You will be able to create a query with aggregate function and groupingby statement and how to join between tables with different properties and data']"
Coursera Project Network,Introduction to Statistics in Python,Introduction to Statistics in Python,4.4,11,Intermediate level,"['Review introductory statistics functions', 'Explore python libraries and their documentations ', 'Perform statistical analysis and create corresponding visualizations in python']"
Coursera Project Network,Build a Chatbot with Voiceflow: Ecommerce Customer Support,Build a Chatbot with Voiceflow: Ecommerce Customer Support,NaN,NaN,Intermediate level,['Create a fully functional customer support chatbot for an ecommerce store using Voiceflow']
Coursera Project Network,Machine Learning with PySpark: Customer Churn Analysis,Machine Learning with PySpark: Customer Churn Analysis,NaN,NaN,Intermediate level,"[' Use AI driven solution to solve a business problem  ', ' Build a machine learning model with PySpark  ', ' Apply data cleansing activities using PySpark  ']"
Coursera Project Network,"Get, Shape, Combine and Merge the datasets using Power BI","Get, Shape, Combine and Merge the datasets using Power BI",3.8,21,Beginner level,"[' Identify the basics of Power BI, create a model, and import data from different types of data sources.', '', '', '', '', 'Manipulate the data: reduce rows, merge & insert columns, replace values, change data types, and apply statistical and standard functions.', '', '', '', '', 'Apply union, inset, and except and combine data of two tables,  append two or more queries and clean the dataset and add results in a new table.', '', '']"
Coursera Project Network,Diabetes Prediction With Pyspark MLLIB,Diabetes Prediction With Pyspark MLLIB,4.6,19,Intermediate level,"['Learn to Build and Train Logistic Regression Classifier using Pyspark MLLIB', 'Learn to set up Pyspark on the Google Colab Environment', 'Learn to work with Pyspark Dataframe']"
Coursera Project Network,Master Data Analysis with Pandas: Learning Path 1 (Enhanced),Master Data Analysis with Pandas: Learning Path 1 (Enhanced),4.7,22,Beginner level,"['Master data analysis and manipulation in Pandas and Python', 'Define and manipulate Pandas Series', 'Master Pandas Attributes, methods and math operations']"
